"query","superkingdom","kingdom","subkingdom","phylum","subphylum","class","subclass","superorder","order","suborder","family","subfamily","tribe","subtribe","genus","species"
"OTU01003","","","","","","","","","","","","","","","",""
"OTU01004","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"OTU01005","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01006","","","","","","","","","","","","","","","",""
"OTU01007","","","","","","","","","","","","","","","",""
"OTU01008","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01009","","","","","","","","","","","","","","","",""
"OTU01010","","","","","","","","","","","","","","","",""
"OTU01011","","","","","","","","","","","","","","","",""
"OTU01012","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01013","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","","","","","",""
"OTU01014","","","","","","","","","","","","","","","",""
"OTU01015","","","","","","","","","","","","","","","",""
"OTU01016","","","","","","","","","","","","","","","",""
"OTU01017","Eukaryota","Fungi","","Chytridiomycota","","Monoblepharidomycetes","","","Monoblepharidales","","","","","","",""
"OTU01018","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","","","Ustilaginales","","","","","","",""
"OTU01019","","","","","","","","","","","","","","","",""
"OTU01020","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","","","","","",""
"OTU01021","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01022","Eukaryota","Fungi","","Mucoromycota","Mortierellomycotina","Mortierellomycetes","","","Mortierellales","","Mortierellaceae","","","","",""
"OTU01023","","","","","","","","","","","","","","","",""
"OTU01024","","","","","","","","","","","","","","","",""
"OTU01025","","","","","","","","","","","","","","","",""
"OTU01026","","","","","","","","","","","","","","","",""
"OTU01027","","","","","","","","","","","","","","","",""
"OTU01028","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Xylariomycetidae","","Xylariales","","","","","","",""
"OTU01029","","","","","","","","","","","","","","","",""
"OTU01030","","","","","","","","","","","","","","","",""
"OTU01031","","","","","","","","","","","","","","","",""
"OTU01032","","","","","","","","","","","","","","","",""
"OTU01033","","","","","","","","","","","","","","","",""
"OTU01034","","","","","","","","","","","","","","","",""
"OTU01035","","","","","","","","","","","","","","","",""
"OTU01036","","","","","","","","","","","","","","","",""
"OTU01037","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Fomitopsidaceae","","","","Fomitopsis","Fomitopsis pinicola"
"OTU01038","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01039","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01040","Eukaryota","","","Cercozoa","","","","","Cercomonadida","","Cercomonadidae","","","","Paracercomonas",""
"OTU01041","","","","","","","","","","","","","","","",""
"OTU01042","","","","","","","","","","","","","","","",""
"OTU01043","","","","","","","","","","","","","","","",""
"OTU01044","","","","","","","","","","","","","","","",""
"OTU01045","","","","","","","","","","","","","","","",""
"OTU01046","","","","","","","","","","","","","","","",""
"OTU01047","","","","","","","","","","","","","","","",""
"OTU01048","","","","","","","","","","","","","","","",""
"OTU01049","","","","","","","","","","","","","","","",""
"OTU01050","","","","","","","","","","","","","","","",""
"OTU01051","","","","","","","","","","","","","","","",""
"OTU01052","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Hypocreomycetidae","","Hypocreales","","Clavicipitaceae","","","","Claviceps",""
"OTU01053","","","","","","","","","","","","","","","",""
"OTU01054","","","","","","","","","","","","","","","",""
"OTU01055","","","","","","","","","","","","","","","",""
"OTU01056","","","","","","","","","","","","","","","",""
"OTU01057","","","","","","","","","","","","","","","",""
"OTU01058","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Irpicaceae","","","","Efibula","Efibula yunnanensis"
"OTU01059","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Microbotryomycetes","","","Sporidiobolales","","Sporidiobolaceae","","","","Sporobolomyces","Sporobolomyces sp."
"OTU01060","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Mesochytriales","","","","","","",""
"OTU01061","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Irpicaceae","","","","",""
"OTU01062","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Auriculariales","","Hyaloriaceae","","","","Myxarium",""
"OTU01063","","","","","","","","","","","","","","","",""
"OTU01064","","","","","","","","","","","","","","","",""
"OTU01065","","","","","","","","","","","","","","","",""
"OTU01066","","","","","","","","","","","","","","","",""
"OTU01067","","","","","","","","","","","","","","","",""
"OTU01068","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis",""
"OTU01069","","","","","","","","","","","","","","","",""
"OTU01070","","","","","","","","","","","","","","","",""
"OTU01071","","","","","","","","","","","","","","","",""
"OTU01072","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01073","","","","","","","","","","","","","","","",""
"OTU01074","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01075","","","","","","","","","","","","","","","",""
"OTU01076","","","","","","","","","","","","","","","",""
"OTU01077","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Cerrenaceae","","","","Cerrena","Cerrena unicolor"
"OTU01078","","","","","","","","","","","","","","","",""
"OTU01079","","","","","","","","","","","","","","","",""
"OTU01080","","","","","","","","","","","","","","","",""
"OTU01081","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01082","","","","","","","","","","","","","","","",""
"OTU01083","","","","","","","","","","","","","","","",""
"OTU01084","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"OTU01085","","","","","","","","","","","","","","","",""
"OTU01086","","","","","","","","","","","","","","","",""
"OTU01087","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01088","","","","","","","","","","","","","","","",""
"OTU01089","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","","","","","",""
"OTU01090","","","","","","","","","","","","","","","",""
"OTU01091","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01092","","","","","","","","","","","","","","","",""
"OTU01093","","","","","","","","","","","","","","","",""
"OTU01094","Eukaryota","Viridiplantae","","Streptophyta","Streptophytina","Magnoliopsida","Petrosaviidae","","Poales","","Poaceae","Pooideae","Poeae","Loliinae","Lolium",""
"OTU01095","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis","Zygophlyctis sp."
"OTU01096","","","","","","","","","","","","","","","",""
"OTU01097","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU01098","","","","","","","","","","","","","","","",""
"OTU01099","","","","","","","","","","","","","","","",""
"OTU01100","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis",""
"OTU01101","","","","","","","","","","","","","","","",""
"OTU01102","Eukaryota","Metazoa","","Rotifera","","Eurotatoria","Bdelloidea","","","","","","","","",""
"OTU01103","","","","","","","","","","","","","","","",""
"OTU01104","","","","","","","","","","","","","","","",""
"OTU01105","","","","","","","","","","","","","","","",""
"OTU01106","","","","","","","","","","","","","","","",""
"OTU01107","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","","","","","",""
"OTU01108","","","","","","","","","","","","","","","",""
"OTU01109","","","","","","","","","","","","","","","",""
"OTU01110","","","","","","","","","","","","","","","",""
"OTU01111","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01112","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU01113","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Microbotryomycetes","","","Microbotryales","","","","","","",""
"OTU01114","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01115","","","","","","","","","","","","","","","",""
"OTU01116","","","","","","","","","","","","","","","",""
"OTU01117","","","","","","","","","","","","","","","",""
"OTU01118","","","","","","","","","","","","","","","",""
"OTU01119","Eukaryota","Fungi","","Blastocladiomycota","","Blastocladiomycetes","","","Blastocladiales","","Catenariaceae","","","","",""
"OTU01120","","","","","","","","","","","","","","","",""
"OTU01121","","","","","","","","","","","","","","","",""
"OTU01122","","","","","","","","","","","","","","","",""
"OTU01123","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01124","","","","","","","","","","","","","","","",""
"OTU01125","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01126","","","","","","","","","","","","","","","",""
"OTU01127","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01128","","","","","","","","","","","","","","","",""
"OTU01129","Eukaryota","","","Oomycota","","","","","Pythiales","","Pythiaceae","","","","Pythium",""
"OTU01130","","","","","","","","","","","","","","","",""
"OTU01131","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"OTU01132","","","","","","","","","","","","","","","",""
"OTU01133","","","","","","","","","","","","","","","",""
"OTU01134","","","","","","","","","","","","","","","",""
"OTU01135","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01136","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01137","","","","","","","","","","","","","","","",""
"OTU01138","","","","","","","","","","","","","","","",""
"OTU01139","","","","","","","","","","","","","","","",""
"OTU01140","","","","","","","","","","","","","","","",""
"OTU01141","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Corticiales","","Corticiaceae","","","","Peniophorella",""
"OTU01142","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Sordariomycetidae","","Sordariales","","Chaetomiaceae","","","","",""
"OTU01143","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01144","","","","","","","","","","","","","","","",""
"OTU01145","","","","","","","","","","","","","","","",""
"OTU01146","","","","","","","","","","","","","","","",""
"OTU01147","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","Rhizophydiaceae","","","","Rhizophydium",""
"OTU01148","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01149","","","","","","","","","","","","","","","",""
"OTU01150","","","","","","","","","","","","","","","",""
"OTU01151","","","","","","","","","","","","","","","",""
"OTU01152","","","","","","","","","","","","","","","",""
"OTU01153","","","","","","","","","","","","","","","",""
"OTU01154","","","","","","","","","","","","","","","",""
"OTU01155","","","","","","","","","","","","","","","",""
"OTU01156","","","","","","","","","","","","","","","",""
"OTU01157","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"OTU01158","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Tricholomatineae","Tricholomataceae","","","","Resupinatus",""
"OTU01159","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01160","","","","","","","","","","","","","","","",""
"OTU01161","","","","","","","","","","","","","","","",""
"OTU01162","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU01163","","","","","","","","","","","","","","","",""
"OTU01164","","","","","","","","","","","","","","","",""
"OTU01165","","","","","","","","","","","","","","","",""
"OTU01166","","","","","","","","","","","","","","","",""
"OTU01167","","","","","","","","","","","","","","","",""
"OTU01168","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01169","","","","","","","","","","","","","","","",""
"OTU01170","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01171","","","","","","","","","","","","","","","",""
"OTU01172","","","","","","","","","","","","","","","",""
"OTU01173","","","","","","","","","","","","","","","",""
"OTU01174","","","","","","","","","","","","","","","",""
"OTU01175","","","","","","","","","","","","","","","",""
"OTU01176","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Polyporaceae","","","","Ganoderma",""
"OTU01177","","","","","","","","","","","","","","","",""
"OTU01178","","","","","","","","","","","","","","","",""
"OTU01179","","","","","","","","","","","","","","","",""
"OTU01180","","","","","","","","","","","","","","","",""
"OTU01181","Eukaryota","Fungi","","Zoopagomycota","Zoopagomycotina","Zoopagomycetes","","","Zoopagales","","Piptocephalidaceae","","","","Syncephalis",""
"OTU01182","","","","","","","","","","","","","","","",""
"OTU01183","","","","","","","","","","","","","","","",""
"OTU01184","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU01185","","","","","","","","","","","","","","","",""
"OTU01186","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Agaricineae","Psathyrellaceae","","","","Coprinopsis","Coprinopsis phlyctidospora"
"OTU01187","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
